username,comment,commentDate,comments,label
dafami.dafa,Alhamdulillah nomer 2 menang 🔥,2024-03-20T15:17:48.000Z,Thank God number 2 won',POSITIVE
aryaputra8141,😍😍😍 alkhamdulillah,2024-03-20T15:17:48.000Z,Ba Al-Khamdullah,POSITIVE
sein_fh,Oke  resmi  oke  resmi  🔥👏👏,2024-03-20T15:18:30.000Z,b'Okay official okay official',POSITIVE
arifkaen,Kun fayakun... Firaun vs kaum nabi musa,2024-03-20T15:15:53.000Z,b'Kun fayakun... Pharaoh vs the Prophet Moses',NEGATIVE
bara7__,Jangan senang dulu hak angket dan upaya hukum ke MK sedang menunggu. siap-siap kalian kosong dua akan didiskualifikasi dan Jokowi dimakzulkan,2024-03-20T15:14:20.000Z,"b'Don't be happy that the right of inquiry and legal action to the Constitutional Court are still waiting. Get ready, two of you will be disqualified and Jokowi will be impeached'",NEGATIVE
roy_joanna_eliora,Menyala  Bapak  @prabowo @gibran_rakabuming 🔥🔥🔥🔥🔥🔥,2024-03-20T15:19:04.000Z,b'Lighting up Mr @prabowo @gibran_rakabuming',POSITIVE
muhamdrshh,Terserah bapaknya ajalah,2024-03-20T15:16:01.000Z,It's up to the father',POSITIVE
yusradewita,Akhirnya hasilnya  sama  persis dg qodaricount tgl 13..🤣🤣,2024-03-20T15:17:39.000Z,In the end the result was exactly the same as the Qo from the count on the 13th..',NEGATIVE
mathtole,metro  tidak  mau di balik itu 01 ama 02 😂 balik  saja   tidak  apa” 🤣,2024-03-20T15:16:16.000Z,b'metro don't want to go behind it 01 or 02 just go back it's okay',POSITIVE
ogik_skg,"Tidur  yang  nyenyak anak anak abah jgn tantrum lgi,jangan lupa HP nya di cas lobet tu 16%",2024-03-20T15:15:39.000Z,"b'Have a good night's sleep, don't throw tantrums anymore, don't forget your mobile phone is charged 16%'",NEGATIVE
andrirachmat88,Selamat menikmati demokrasi  yang  kotor,2024-03-20T15:14:02.000Z,Enjoy dirty democracy',NEGATIVE
dodiefajar,Sesuai dengan Quick Qount,2024-03-20T15:15:45.000Z,b'Compatible with Quick Count',POSITIVE
valutional,"Tak perlu bilng2 curang, klw tdkbterbukti. ini murni suara  masyarakat . Didaerahku Sy saksikan sendiri Penghitungan TPS dimana2 unggul 02. Real. Blm daerah2 lain",2024-03-20T15:14:52.000Z,"b'There's no need to say it's cheating, if it's not proven. This is purely the voice of the people. In my area, I saw for myself that the TPS count everywhere was 02. Real. Not other areas yet'",POSITIVE
aniissh26,"Sekali putaran setengah putaran ter puter diputer dulu lalu dijilat dicelupin, gitu kan ya iklan o*eo 😬😬",2024-03-20T15:16:03.000Z,"b'One half turn of the spinner is spun first then licked and dipped, that's how it is ad o*eo'",NEGATIVE
ichsan_sbg23,Masalagt sengsara kemudian yang penting joget,2024-03-20T15:16:52.000Z,b'Masalagt is miserable then the important thing is to dance',NEGATIVE
logobaju.id,"Tolak hasil  pemilihan umum  curang !!!!!!
Lawan dan Turunkan Jokowi 🔥🔥🔥🔥🔥🔥🔥🔥",2024-03-20T15:13:53.000Z,b'Reject fraudulent general election results!!!!!!\nFight and remove Jokowi',NEGATIVE
asrar_abu_khaulah212,Dua putaran,2024-03-20T15:14:00.000Z,b'Two rounds',NEGATIVE
iwanpermana416,"Mantap  Bapak  Jokowi..,, anda luar biasa..,, bansosny tokcer",2024-03-20T15:13:30.000Z,"b'Great Mr Jokowi..,, you are extraordinary..,, social assistance is effective'",POSITIVE
ummu3270,Owh ternyata masih sama hasilnya dengan tanggal  13 February sebelum hari H pencoblosan itu ya?,2024-03-20T15:13:41.000Z,"b'Oh, it turns out the results are still the same as on February 13 before the voting day, right?'",NEGATIVE
fluthfi.89,ATURRRRR mumpung masih ada nafas.,2024-03-20T15:08:45.000Z,b'ATURRRRR while there's still breath.',POSITIVE
muhilhambobby,MAIN ABAH-ABAHAN SUDAH SELESAI YA 😂,2024-03-20T15:09:25.000Z,b'PLAY HARNESS IS FINISHED YES',POSITIVE
xjtbriannnn,Tidak mengejutkan sama sekali 😂 dari putusan MK  saja  udah keliatan jadi sekarang tinggal tunggu kuasa Allah saja  yang  akan menunjukan kebenaran,2024-03-20T15:05:03.000Z,"b'It's not surprising at all that the Constitutional Court's decision is already clear, so now we just have to wait for the power of God to show the truth'",NEGATIVE
mahdarius,"Selamat buat Tim 02, buat 01 dan 03 tetap semangat jangan putus asa 5 tahun kedepan coba lagi sampai menang kayak  Bapak  Prabowo dulu",2024-03-20T15:14:09.000Z,"b'Congratulations to Team 02, to 01 and 03, keep up the enthusiasm, don't give up in the next 5 years, try again until you win like Mr. Prabowo before'",POSITIVE
ferdiandaris,Yok bisa yok  yang   tidak  terima pindah negara  saja . Atau patungan buat bantu calon kalian kasihan loh balikin modal kampanye 50%.. Ganjar  saja  udah lama nyicil open donasi masa kalian  yang  dukung modal ngetik doang sana bantu,2024-03-20T15:12:18.000Z,b'Yok can yok who do not accept moving country only. Or a joint venture to help your candidates pity you return the campaign capital 50% .. Reward it's been a long time installment open donation time you support the capital typing only there help,NEGATIVE
imrrvvnnrr_,"Semoga Allah melaknat yang curang,dan melaknat yang mendukung kecurangan,dan melaknat pula orang"" yang berbahagia atas ke dzoliman,, menyala ko pada 🔥🔥🔥🔥",2024-03-20T15:09:53.000Z,"b'May God curse those who cheat, and curse those who support cheating, and curse those who are happy over oppression,'",NEGATIVE
_ramjan10,Anjay dari awal sampai akhir pengumuman persen nya tetap 😂😂😂,2024-03-20T15:11:45.000Z,b'Anjay from start to finish the announcement of the percentage is fixed',NEGATIVE
titisanpenaku,"Bulan Ramadhan, apapun keburukan akan dilipatganda.Pilihannya 2:  Takut sama manusia atau takut sama Tuhan.",2024-03-20T15:10:30.000Z,"b'The month of Ramadan, whatever bad things will be multiplied. There are 2 choices: Fear of people or fear of God.'",NEGATIVE
rasya.f.ii.58,Persennya  dari  awal ajeg  tidak  berubah rubah pdhl makin hari makin tmbh suara..kok persen bisa  tidak  berubah ya🤔,2024-03-20T15:10:49.000Z,"b'The percentage hasn't changed since the beginning, even though the votes are increasing day by day...how come the percentage hasn't changed?",NEGATIVE
nellyiskandarr,O2 Menyala🔥🔥,2024-03-20T15:13:09.000Z,b'O2 On',NEGATIVE
kenziealbankawiy_,Siapapun  yang  terpilih semoga menjadi pemimpin  yang  Amanah & menjalankan apa  yang  di janjikan selama  pemilihan umum  ini Aamiin,2024-03-20T15:13:11.000Z,"Whoever is elected may be a trustworthy leader and carry out what was promised during this general election, Aamiin'",NEGATIVE
rl.d_aje,Bismillah gaskan  Bapak  nepotis 🔥🙌,2024-03-20T15:11:18.000Z,b'Bismillah gas Bapak nepotis',NEGATIVE
putriandriani_3ty,Ya Allah Ampe gue hafal 24% dan 16%😂😂😂  tidak  gerak2 tuh angka....betul aje  kalau  sering kesebut .,2024-03-20T15:12:50.000Z,b'Ya Allah Until I memorize 24% and 16% do not move the number .... right aje if often mentioned.,NEGATIVE
kreshnabayuwsp,Ada  yang  blang jangan percaya quick count? Tpi kok sama persentasenya 😂😂😂,2024-03-20T15:12:51.000Z,Some say don't trust quick counts? But why are the percentages the same?,NEGATIVE
dyrta_official.id,"Yg setuju hak angket 62% , berarti  yang   tidak  setuju 38%  tapi  kok menang pilpres 58% ya ?",2024-03-20T15:11:30.000Z,"b'Those who agree with the right of inquiry are 62%, which means 38% of those who don't agree, but how come 58% won the presidential election, right?'",NEGATIVE
aisma.maryani1977,Dr awal pencoblosan itu  tetap  di 58 % 😂😂😂,2024-03-20T15:08:05.000Z,b'Dr initial voting remains at 58%',NEGATIVE
iqbalmontes2,Pertarungan baru akan di mulai,2024-03-20T15:10:01.000Z,b'A new battle will begin',POSITIVE
wx.hong,Ayo 01&03 kasi ucapan selamat ke 02👏👏,2024-03-20T15:12:53.000Z,Babies 01&03 give congratulations to 02',POSITIVE
wardhana_wildan,Yess.. Asyik anak2 bisa dapat makan siang gratis dan kita bisa menikmati bahan bakar dari singkong,2024-03-20T15:11:59.000Z,b'Yess.. It's great that the kids can get free lunch and we can enjoy fuel from cassava',POSITIVE
yono.yongki87,"dari awal  saya   tidak  milih siapa siapa pas masuk TPU soalnya petugasnya dah ngomong prabowo menang katanya, jd  saya   tidak  milih siapa siapa gua kosongin , percuma milih orang udah tau kok, jd he pulang lagi",2024-03-20T15:07:44.000Z,"b'From the start, I didn't choose anyone when I entered the TPU because the officers had already said that Prabowo had won, so I didn't choose anyone, I left it blank, it was no use voting for someone I already knew, so he went home again'",NEGATIVE
kusdiana_1933,Kaun perubahan sholawat bekingnya malaikat Jibril dan imam mahdi mana suaranya --->>,2024-03-20T15:06:42.000Z,b'Kaun change sholawat beking angel Gabriel and imam mahdi where is the voice --->>',NEGATIVE
parlindungansitorus300686,"Okee - Gass ,Lolos 🇮🇩 🇮🇩 👏 👏",2024-03-20T15:09:54.000Z,"b'Okee - Gass, Escape'",NEGATIVE
dinasti.sontoloyo_08,Pas  dengan  serekap  yang  amburadul.... 😂😂😂,2024-03-20T15:05:28.000Z,b'Suitable for a messy sequence....',NEGATIVE
dwi_lukitoh,Sudah kehendak Allah swt 😍,2024-03-20T15:10:40.000Z,b'It is God's will',POSITIVE
danararimurti,Apakah masih belum percaya  kalau  suaranya cuma segitu ?.... tidak  nyampe 17 %....😂😂,2024-03-20T15:06:52.000Z,Do you still not believe that the sound is only that much?...it doesn't reach 17%...',NEGATIVE
adrianmaulana_chaniago,Sesuai dg gerombolan quick count 😂,2024-03-20T15:06:58.000Z,b'Sesuai dg gerombolan quick count ',NEGATIVE
joulee19,"Wkwkwk  tidak  tau malu ya KPU, sama kek si rekap dan survey si qodori wkks",2024-03-20T15:07:26.000Z,"b'Wkwkwk don't know shame, KPU, same as the recap and survey guy wkks'",NEGATIVE
mickhochelsea,KPU  tidak  berani ngomong ...lagi break dulu ...pas bacain ajah gelegepan...hati hati Alloh sedang mantau tuh,2024-03-20T15:07:02.000Z,b'KPU do not dare to speak ... again break first ... when reading ajah gelegepan ... be careful God is watching tuh,NEGATIVE
parkercherykalimalang,𝗠𝗮𝗻𝗮 𝗻𝗶𝗵 𝘂𝗰𝗮𝗽𝗮𝗻 𝘀𝗲𝗹𝗮𝗺𝗮𝘁 𝗱𝗮𝗿𝗶 𝗮𝗻𝗮𝗸 𝗮𝗻𝗮𝗸𝗻𝘆𝗮 𝗔𝗯𝗮𝗵 𝘂𝗻𝘁𝘂𝗸 𝗽𝗿𝗲𝘀𝗶𝗱𝗲𝗻 𝘁𝗲𝗿𝗽𝗶𝗹𝗶𝗵 𝗸𝗶𝘁𝗮 ? ♥️,2024-03-20T15:06:32.000Z,b'            ? ',NEGATIVE
panjiipurnomo,Hampir 100 Juta Suara ....Bravoooooo 👏,2024-03-20T15:07:41.000Z,b'Almost 100 Million Votes....Bravoooooo',POSITIVE
parlindungansitorus300686,Prabowo - Gibran 🇮🇩 🇮🇩 😂 😂,2024-03-20T15:07:44.000Z,b'Prabowo - Gibran',NEGATIVE
rapmons46,Cak Imin  tidak  berguna jadi  wakil presiden Anies 😂😆,2024-03-20T15:07:58.000Z,b'Cak Imin is useless as vice president of Anies',NEGATIVE
adzull97,Okeeeee,2024-03-20T15:08:38.000Z,b'Okeeeee',NEGATIVE
ikhionha,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2024-03-20T15:08:39.000Z,b'',POSITIVE
wx.hong,Curang?,2024-03-20T15:05:04.000Z,b'Cheating?',NEGATIVE
dseptiana66,😛😝😜,2024-03-20T15:04:27.000Z,b'',POSITIVE
percikaninfo,40.971.906 👏,2024-03-20T15:04:27.000Z,b'40.971.906 ',NEGATIVE
camba_tu,Njirrr ngakak,2024-03-20T15:05:09.000Z,b'Njirrr laugh out loud',POSITIVE
yessiqadim1971,menjeeeeriiiiittttty........😂😂😂😂..okeh gas,2024-03-20T15:06:22.000Z,b'menjeeeeeriiiiittttty..........okay gas',NEGATIVE
dini_halimah1,Angka persen ny  tidak  berubah.... Masih  sebelumnya  sama  dengan   yang  awal 😢,2024-03-20T15:06:45.000Z,The percent figure has not changed.... Still the same as before',NEGATIVE
zainulogi,Gibran ni Bos... senggol dong.,2024-03-20T15:06:51.000Z,b'Gibran ni Bos... senggol dong.',POSITIVE
b16_zaka,Selamat para koruptor. Kalian berhasil loh,2024-03-20T15:09:38.000Z,"b'Congratulations corruptors. You've succeeded, you know?",POSITIVE
themanagement.asia,02 Menyala🔥🔥,2024-03-20T15:12:19.000Z,b'02 On',POSITIVE
militarynewsinternational,"*UPDATE BERITA PALE5TINA - I5RAEL, RUSIA - UKRAINA, AS - YAMAN, IRAN - BARAT TERBARU FOLLOW @militarynewsinternational",2024-03-20T15:12:47.000Z,"b'*UPDATE NEWS PALE5TINA - I5RAEL, RUSSIA - UKRAINE, US - YEMEN, IRAN - WEST LATEST FOLLOW @militarynewsinternational'",NEGATIVE
dennyhandoko8,Gas terus hasil kpu sama persis hasil survey dan quick count....tahu kan....,2024-03-20T15:13:14.000Z,b'Gas and the KPU results are exactly the same as the survey and quick count results...you know...',NEGATIVE
dennis_rifiano,Ciyee nyungsep..,2024-03-20T15:13:18.000Z,b'Ciyee nyusep..',NEGATIVE
horaspangaribuan_,Kalungan kulkasnya Pak buk.. buat anak abah dan pendukung batre lowbet 16%,2024-03-20T15:13:23.000Z,"b'The garland of the refrigerator, sir.. for the children and supporters of the lowbet battery 16%'",NEGATIVE
sarah_silalahi,😂😂😂😂🤣,2024-03-20T15:13:51.000Z,b'',POSITIVE
titin_oktavosfashion,Alhamdulillah ... Finish,2024-03-20T15:13:54.000Z,b'Alhamdulillah ... Finish',POSITIVE
mhburhan08,😮😮😮😥😥,2024-03-20T15:13:55.000Z,b'',POSITIVE
news_channel72,Selamat Prabowo-Gibran,2024-03-20T15:14:34.000Z,b'Congratulations Prabowo-Gibran',POSITIVE
peranantasah_tarigan,Tok 3x...,2024-03-20T15:14:39.000Z,b'Tok 3x...',NEGATIVE
clarestadenise_,Jossssss🔥🔥🔥🔥,2024-03-20T15:18:35.000Z,b'Jossssss',NEGATIVE
iqbalrsk29,"Terima kekalahan,percuma demo,buang2 nyawa",2024-03-20T15:18:52.000Z,"b'Accept defeat, free demo, waste lives'",NEGATIVE
fakhrurraziabd,"Dari 1jam selesai coblos langsung 58%  tidak  berubah sampai selesai perhitungan, jadi suaranya  yang  lain nya kmana lari kok  tidak  naik2 suara.  tidak  masuk akal. Lucu negeri konohaaaa. Semoga cepat mati orang2 khianat 😇",2024-03-20T15:18:58.000Z,"b'From 1 hour after voting, 58% did not change until the calculation was finished, so how come the other votes didn't go up.  does not make sense. Konohaaa is a funny country. I hope these traitors die quickly",NEGATIVE
arntefuht,DUA PUTARAN APA DUA PROVINSI DECKK 🫵😹🫵😹🖕🏼💀🖕🏼💀🔥😭🔥😭,2024-03-20T15:19:03.000Z,TWO ROUNDS WHAT TWO DECK PROVINCES',NEGATIVE
yudiyeaah,Kirain C1,2024-03-20T15:19:08.000Z,b'Think C1',POSITIVE
roy_joanna_eliora,Selamat buat next presidenku ❤️❤️❤️ @prabowo @gibran_rakabuming 🙌🙌🙌🙌,2024-03-20T15:20:05.000Z,Congratulations to the next president @prabowo @gibran_rakabuming',POSITIVE
ddhots,02 menang 1 putaran.,2024-03-20T15:21:25.000Z,b'02 wins 1 round.',POSITIVE
holiesny,Trus😂,2024-03-20T15:26:17.000Z,b'Trus',NEGATIVE
dodi_chasanova,Ah sudahlah😂,2024-03-20T15:29:58.000Z,b'Ah never mind',POSITIVE
denisasuga,"Wes males bc britax.. tmbah males bc komenx..  tidak  àpik blas, kabeh",2024-03-20T15:30:42.000Z,"b'Wes lazy bc britax.. add lazy bc komenx.. no pik blas, kabeh'",NEGATIVE
wahyuputraji,akhirnya setelah nyalon 4 kali,2024-03-20T15:32:28.000Z,b'finally after running 4 times',POSITIVE
wx.hong,Ayo 01 & 03 kasi selamatt ke 02👏👏 jgn malu2..,2024-03-20T15:32:32.000Z,b'Come on 01 & 03 give congratulations to 02 don't be shy..',POSITIVE
aznnaa_,Kemenangan dibalik tabir,2024-03-20T15:33:55.000Z,b'Victory behind the scenes',POSITIVE
diego_kalalo88,🔥🔥🔥,2024-03-20T15:40:26.000Z,b'',POSITIVE
smilling__________,Fuck 02 peneror  masyarakat !!!!,2024-03-20T15:45:42.000Z,b'Fuck 02 public terror!!!!',NEGATIVE
adinata.ferly,Goodbey 01-03 see u 2029,2024-03-20T15:50:11.000Z,b'Goodbey 01-03 see u 2029',NEGATIVE
kerrim98,"Mampus kalian para anak Abah , akhirnya kalian kalah juga",2024-03-20T15:53:35.000Z,"b'Damn you sons of Abah, in the end you lost too'",NEGATIVE
a_reaction_,😂😂😂😂 patut di apresiasi,2024-03-20T15:55:10.000Z,b' deserves appreciation',POSITIVE
petrukjr.dadi.wakilratu,nan,2024-03-20T15:57:47.000Z,b'in',NEGATIVE
rayyanluay,Org gila dn sakit jiwa  yang  mikih 02,2024-03-20T15:58:26.000Z,crazy and mentally ill people choose 02',NEGATIVE
adyfebrurasjid,Congrats BPK prabowo,2024-03-20T16:16:06.000Z,b'Congrats BPK Prabowo',POSITIVE
saparudin1556,Alhamdulillah 🤲🤲🤲 ya Allah,2024-03-20T16:21:32.000Z,b'Alhamdulillah oh God',NEGATIVE
callmeobert,Congrat. Semoga amanah mengemban tugas dan menjadikan indonesia better,2024-03-20T16:26:30.000Z,b'Congratulations. Hopefully Amanah will carry out its duties and make Indonesia better',POSITIVE
sarmilaazzarahmayanti,✌️✌️✌️✌️✌️💃💃💃💃👍👍👍👍,2024-03-20T16:28:04.000Z,b'',POSITIVE
xafli,"Hahahaha ini bukan presiden pilihan ku ,, tapi mari kita nikmati bersama",2024-03-20T16:36:41.000Z,"b'Hahahaha this is not my choice for president,, but let's enjoy it together'",POSITIVE
ughh_is_tiana,Doakan mereka yang terpilih,2024-03-20T16:43:12.000Z,b'Pray for the chosen',NEGATIVE
iiz_ladiez,❤️❤️❤️❤️,2024-03-20T16:47:37.000Z,b'',POSITIVE
muhammad_siddiq24,Hore makan gratis😌,2024-03-20T16:55:23.000Z,b'Hooray for free food',POSITIVE
sadinahputri,Banyak selamat untuk  Bapak  @prabowo 🫡,2024-03-20T16:56:04.000Z,b'Many congratulations to Mr @prabowo',POSITIVE
